hailey_lynn1012,"RT @lilbaby4PF: Be careful how much you tolerate , you teaching them how to treat you !","Be careful how much you tolerate , you teaching them how to treat you !",Sat Aug 18 23:14:39 +0000 2018
nombulelo_bob,"RT @KehindeAyan: @KofiAnnan Thanks for your dreams for Africa. A month ago you told us ""If you don't dream, you won't even begin to do it.…","@KofiAnnan Thanks for your dreams for Africa. A month ago you told us ""If you don't dream, you won't even begin to do it. But you've to be careful; you must know when you're dreaming when you're asleep or when you're awake"" Stay woke forever! #KofiAnnanRIP #ObamaLeaders",Sat Aug 18 23:07:20 +0000 2018
TheDJRosey,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 23:07:17 +0000 2018
ashebs_,words hurt. be careful what you say,,Sat Aug 18 23:07:15 +0000 2018
kimeclipsed,"RT @JonBenetGlamsyy: Attention SD: 

I got approached by two women soliciting “God the Mother” in the 99¢ store off of Fletcher in La Mesa…","Attention SD: 

I got approached by two women soliciting “God the Mother” in the 99¢ store off of Fletcher in La Mesa today around 1pm. 
They were with a man. 
This was their van. 
Be careful! 

#SanDiego https://t.co/HsVfvjYm28",Sat Aug 18 23:07:13 +0000 2018
revl_hussein,RT @YslDuke: Be Careful who you share your energy with everybody don’t deserve it 🤷🏽‍♂️,Be Careful who you share your energy with everybody don’t deserve it 🤷🏽‍♂️,Sat Aug 18 23:07:13 +0000 2018
Cecilia615324,RT @NoraNoraCampos: If You Love Me Like You Told Me Please Be Careful With My Heart You Can Take It; Just Don't Break It Or My World Will F…,If You Love Me Like You Told Me Please Be Careful With My Heart You Can Take It; Just Don't Break It Or My World Will Fall Apart. #ALDUBHeartsThatCare,Sat Aug 18 23:07:10 +0000 2018
nikkigrrx,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 23:07:07 +0000 2018
N_azlina2,"RT @DamianProsa: Be careful who you learn from.

If they haven't done amazing things in their lives, is there any reason whatsoever to list…","Be careful who you learn from.

If they haven't done amazing things in their lives, is there any reason whatsoever to listen to anything they have to say?",Sat Aug 18 23:07:06 +0000 2018
joannanipple,"RT @JonBenetGlamsyy: Attention SD: 

I got approached by two women soliciting “God the Mother” in the 99¢ store off of Fletcher in La Mesa…","Attention SD: 

I got approached by two women soliciting “God the Mother” in the 99¢ store off of Fletcher in La Mesa today around 1pm. 
They were with a man. 
This was their van. 
Be careful! 

#SanDiego https://t.co/HsVfvjYm28",Sat Aug 18 23:07:01 +0000 2018
mydoghasagun,"Be careful talking like that...

You'll get censored. 

$twtr https://t.co/ziyL3Ea6qp",,Sat Aug 18 23:06:59 +0000 2018
horizontal_barz,"RT @lilbaby4PF: Be careful how much you tolerate , you teaching them how to treat you !","Be careful how much you tolerate , you teaching them how to treat you !",Sat Aug 18 23:06:58 +0000 2018
1219music,"RT @king_bryson1911: Thinking small is a disease and it’s contagious, Be careful","Thinking small is a disease and it’s contagious, Be careful",Sat Aug 18 23:06:55 +0000 2018
sweetsongs_JV,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 23:06:52 +0000 2018
reagan_liberty,If you or anyone you know lives in San Bernadino please be careful and watch out for this. https://t.co/dU89jdMJyd,,Sat Aug 18 23:06:52 +0000 2018
__Halimat,"RT @lilbaby4PF: Be careful how much you tolerate , you teaching them how to treat you !","Be careful how much you tolerate , you teaching them how to treat you !",Sat Aug 18 23:06:48 +0000 2018
f_zzw_ll,@rabidpandaren Hiiii! Be careful; there's a Nazi stalking my acct.,,Sat Aug 18 23:06:46 +0000 2018
kellwop,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 23:06:44 +0000 2018
mndashine,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 23:06:41 +0000 2018
gisellegarciaxo,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 23:06:41 +0000 2018
KyleFlynn19,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 23:06:40 +0000 2018
AliceMarga_Bot,"Marisa, she's definitely human... but be careful.",,Sat Aug 18 23:06:32 +0000 2018
Taythe_Lyricst,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 23:06:26 +0000 2018
jaybebo84,"#Socialism is a scary change for America. If this does come to fruition, we can ensure the way of life in this country will eliminated for common people and better for the #elitists https://t.co/uerqhj6BEe",,Sat Aug 18 23:06:25 +0000 2018
EricaBlankensh8,i just got closey followed on my way home from work by a guy in a black car and he kept speeding up so he would be next to me and kept staring at me so please be careful and be aware of your surroundings bc that was terrifying,,Sat Aug 18 23:06:23 +0000 2018
flordesaforada,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 23:06:20 +0000 2018
jaynella96,"RT @Morganalyseee: It’s not a threat it’s a warning 
Be careful with me","It’s not a threat it’s a warning 
Be careful with me",Sat Aug 18 23:06:20 +0000 2018
Eddystone506,RT @Gregs_thought: @LeaveEUOfficial @DeborahMeaden Deborah meaden has supported many small business in the uk which is the life blood of th…,@LeaveEUOfficial @DeborahMeaden Deborah meaden has supported many small business in the uk which is the life blood of the country! I would be careful of slamming someone who is so well knowledgeable in her field. I may believe in brexit but christ dont slam a person because they disagree with you!,Sat Aug 18 23:06:20 +0000 2018
mwayumax,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 23:06:19 +0000 2018
hfinch61,"RT @ESPNChiCubs: Brandon Morrow, after his bullpen session: ""The ball was coming out well. Just a little underlying achiness I guess that w…","Brandon Morrow, after his bullpen session: ""The ball was coming out well. Just a little underlying achiness I guess that wont go away."" Says he will pitch through it. When he does come back, Maddon will be very careful. Prob no back to backs",Sat Aug 18 23:06:16 +0000 2018
Hmoney1112,"And the “person” I was talking to didn’t like it so it turned on me, please I’m telling you with all my life be careful and take extreme precautions when it comes to this type of stuff. It’s no joke and I feel like you know that already. Just thought I should share.",,Sat Aug 18 23:06:13 +0000 2018
Hmoney1112,"Everything, it’s honestly insane.
I just thought if I were to ever share my experiences with someone it would be you guys, I love you and please be careful! It’s extremely dangerous and trust me I know how dangerous it is... i have scars to prove it, i asked a sensitive question",,Sat Aug 18 23:06:12 +0000 2018
MirRamsha,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 23:06:12 +0000 2018
noonthegoon_,RT @ayethatsnayy: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 23:06:12 +0000 2018
kinahkuniya,"RT @Philemaphobia_: be careful what you say, girls remember anything.","be careful what you say, girls remember anything.",Sat Aug 18 23:06:12 +0000 2018
siIkpark,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 23:06:10 +0000 2018
I_AM_WOODCHUCK,@abi4205 Be careful there's some people here you cannot trust to fill in the blanks 😂😂😂,,Sat Aug 18 23:06:09 +0000 2018
bxxsim,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 23:06:07 +0000 2018
bougieBegum,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 23:06:04 +0000 2018
talktyanna,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 23:06:03 +0000 2018
tiahh_,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 23:06:03 +0000 2018
YikesCMB,RT @Jazzmynehoff_: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 23:06:03 +0000 2018
prettysillynell,RT @YslDuke: Be Careful who you share your energy with everybody don’t deserve it 🤷🏽‍♂️,Be Careful who you share your energy with everybody don’t deserve it 🤷🏽‍♂️,Sat Aug 18 23:06:02 +0000 2018
criexxel,RT @Hammer0fFacts: Salt and sugar look the same; be careful who you trust.,Salt and sugar look the same; be careful who you trust.,Sat Aug 18 23:05:58 +0000 2018
ugliig0d,"RT @MasinElije: Your image is everything. You have to be very careful going back and forth with people, pick and choose your battles wisely…","Your image is everything. You have to be very careful going back and forth with people, pick and choose your battles wisely because some people’s only motive is to ruin your reputation and tarnish your image because they’re jealous of the life you’re living.",Sat Aug 18 23:05:58 +0000 2018
