yanisbojo,RT @AlexErnst: my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,Sat Aug 18 20:13:26 +0000 2018
iBhargavtweets,"RT @ABdeVilliers17: My thoughts and prayers are with the people affected by the terrible floods in Kerala!!! More than 100 dead and 200,000…","My thoughts and prayers are with the people affected by the terrible floods in Kerala!!! More than 100 dead and 200,000 left homeless.. terrible! #KeralaSOS #KeralaDonationChallenge",Sat Aug 18 20:08:27 +0000 2018
castawayhxmmo,RT @AlexErnst: my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,Sat Aug 18 20:08:26 +0000 2018
zehra_fatima12,"RT @WordsByAyesha: Allah always answers prayers, but in his time not ours. He uses difficult moments to teach us humility and make us more…","Allah always answers prayers, but in his time not ours. He uses difficult moments to teach us humility and make us more humble. #زھرا",Sat Aug 18 20:08:26 +0000 2018
MareTriste,"RT @sasmitpatra: As we sleep soundly tonight, there are millions in #Kerala who are struggling for necessities of life due to massive flood…","As we sleep soundly tonight, there are millions in #Kerala who are struggling for necessities of life due to massive floods. May our prayers &amp; support in whatever form help alleviate their pain. May God be with them &amp; keep them safe. #Kerala you are in our prayers. #KeralaFloods",Sat Aug 18 20:08:26 +0000 2018
nicaLee_,*no vomiting prayers*,,Sat Aug 18 20:08:26 +0000 2018
lizlakoshy,RT @AlexErnst: my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,Sat Aug 18 20:08:26 +0000 2018
lolzciara,RT @AlexErnst: my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,Sat Aug 18 20:08:25 +0000 2018
anie_nxusa,"RT @CarreonKalvee: My neighbor is suffering with this cancerous illness and we, her neighbors including her family, are seeking for any kin…","My neighbor is suffering with this cancerous illness and we, her neighbors including her family, are seeking for any kind of help and asking for your prayers. Please retweet this to inform everybody who wants to contribute some help. https://t.co/Rj82J5Fdu8",Sat Aug 18 20:08:21 +0000 2018
casey_cameron59,"RT @baileyyferg: Garth brooks sure knew what he was talking about when he said “just because he doesn't answer doesn't mean he don't care,…","Garth brooks sure knew what he was talking about when he said “just because he doesn't answer doesn't mean he don't care, some of God's greatest gifts are unanswered prayers.”",Sat Aug 18 20:08:19 +0000 2018
honeylein23,RT @Salvesayson: GOD understands our prayers even when we can’t find the words. #ALDUBHeartsThatCare,GOD understands our prayers even when we can’t find the words. #ALDUBHeartsThatCare,Sat Aug 18 20:08:17 +0000 2018
iBhargavtweets,RT @ysjagan: The devastation caused by the #KeralaFloods is gut-wrenching. My thoughts &amp; prayers are with the people of Kerala in these tes…,The devastation caused by the #KeralaFloods is gut-wrenching. My thoughts &amp; prayers are with the people of Kerala in these testing times. Urge the Central govt to provide all possible assistance to support relief &amp; rehabilitation measures for people affected by this calamity.,Sat Aug 18 20:08:14 +0000 2018
ahtahamrazzaq,"RT @ShehzadRoy: Seeing you taking the oath today convinced me that if one believes in something with enough conviction, they eventually mak…","Seeing you taking the oath today convinced me that if one believes in something with enough conviction, they eventually make it come true. We are all expecting a lot . All our prayers are with you @ImranKhanPTI https://t.co/nXDA2H0wxH",Sat Aug 18 20:08:13 +0000 2018
manovijay41298,"RT @ABdeVilliers17: My thoughts and prayers are with the people affected by the terrible floods in Kerala!!! More than 100 dead and 200,000…","My thoughts and prayers are with the people affected by the terrible floods in Kerala!!! More than 100 dead and 200,000 left homeless.. terrible! #KeralaSOS #KeralaDonationChallenge",Sat Aug 18 20:08:11 +0000 2018
servicememes,Sending thoughts and prayers https://t.co/Oi8rXfq4PL,,Sat Aug 18 20:08:09 +0000 2018
realnazareth_si,"RT @MzwaneleManyi: Dear South Africa
Please put this innocent team of Bread Winners in your prayers.
They NEED their jobs.
#DSTVch405 https…","Dear South Africa
Please put this innocent team of Bread Winners in your prayers.
They NEED their jobs.
#DSTVch405 https://t.co/543hGiraAa",Sat Aug 18 20:08:09 +0000 2018
Zeezeee1023,RT @AlexErnst: my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,Sat Aug 18 20:08:07 +0000 2018
AryanR143,RT @taran_adarsh: The situation in Kerala is truly tragic and heartbreaking... Prayers and thoughts with people of Kerala in these difficul…,The situation in Kerala is truly tragic and heartbreaking... Prayers and thoughts with people of Kerala in these difficult times... #KeralaFloods #StandWithKerala #SupportKerala #PrayForKerala https://t.co/wnSqi7NOI6,Sat Aug 18 20:08:06 +0000 2018
MatthewNeic,"RT @CarreonKalvee: My neighbor is suffering with this cancerous illness and we, her neighbors including her family, are seeking for any kin…","My neighbor is suffering with this cancerous illness and we, her neighbors including her family, are seeking for any kind of help and asking for your prayers. Please retweet this to inform everybody who wants to contribute some help. https://t.co/Rj82J5Fdu8",Sat Aug 18 20:08:03 +0000 2018
SentencedToWin,RT @AlexErnst: my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,Sat Aug 18 20:08:03 +0000 2018
sehrkhalid1,Or should v say... Dear sir... I see her standing with her husband for his oath taking ceremony... Dont see her standing over jaye namaz offering prayers atm... Thanku for poking ur nose where it wasnt needed 😂 https://t.co/24SEBXjBtS,,Sat Aug 18 20:08:03 +0000 2018
Akkashrmali,RT @sambillings: Thoughts &amp; prayers with everyone who has been effected by the Kerala floods... terrible to see! ☹️🙏🏼 #KeralaReliefFund #Ke…,Thoughts &amp; prayers with everyone who has been effected by the Kerala floods... terrible to see! ☹️🙏🏼 #KeralaReliefFund #KeralaDonationChallenge,Sat Aug 18 20:08:02 +0000 2018
JoverdosoEsposo,RT @AlexErnst: my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,Sat Aug 18 20:08:02 +0000 2018
ramxandude,"RT @ShehzadRoy: Seeing you taking the oath today convinced me that if one believes in something with enough conviction, they eventually mak…","Seeing you taking the oath today convinced me that if one believes in something with enough conviction, they eventually make it come true. We are all expecting a lot . All our prayers are with you @ImranKhanPTI https://t.co/nXDA2H0wxH",Sat Aug 18 20:08:00 +0000 2018
oliviaaschmitz,RT @AlexErnst: my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,Sat Aug 18 20:07:55 +0000 2018
Heyankit_mufc,"RT @ABdeVilliers17: My thoughts and prayers are with the people affected by the terrible floods in Kerala!!! More than 100 dead and 200,000…","My thoughts and prayers are with the people affected by the terrible floods in Kerala!!! More than 100 dead and 200,000 left homeless.. terrible! #KeralaSOS #KeralaDonationChallenge",Sat Aug 18 20:07:55 +0000 2018
SagarFernandez3,"RT @ABdeVilliers17: My thoughts and prayers are with the people affected by the terrible floods in Kerala!!! More than 100 dead and 200,000…","My thoughts and prayers are with the people affected by the terrible floods in Kerala!!! More than 100 dead and 200,000 left homeless.. terrible! #KeralaSOS #KeralaDonationChallenge",Sat Aug 18 20:07:54 +0000 2018
raushan22111,"RT @ggiittiikkaa: Keep Kerala in your prayers, and thank all our bravehearts, who are risking their lives saving our people, when roads &amp; b…","Keep Kerala in your prayers, and thank all our bravehearts, who are risking their lives saving our people, when roads &amp; bridges are washed off in floods, landslides &amp; bad weather. Hum honge kamyaab. Jai Hind. https://t.co/LYa49DTDHD",Sat Aug 18 20:07:54 +0000 2018
ruthanahys,RT @daniellaav__: Idc what anybody says... PRAYERS WORK &amp; THAT MAN ABOVE IS REAL❤️,Idc what anybody says... PRAYERS WORK &amp; THAT MAN ABOVE IS REAL❤️,Sat Aug 18 20:07:53 +0000 2018
michaeljacob87,"RT @JustinWelby: Kofi Annan set an example of reconciliation, leadership, integrity and service, underpinned by deep Christian faith. We re…","Kofi Annan set an example of reconciliation, leadership, integrity and service, underpinned by deep Christian faith. We remember him in prayers of great gratitude. 

“Blessed are the peacemakers, for they shall be called children of God.” (Matthew 5:9)",Sat Aug 18 20:07:52 +0000 2018
Maruane_,"RT @CarreonKalvee: My neighbor is suffering with this cancerous illness and we, her neighbors including her family, are seeking for any kin…","My neighbor is suffering with this cancerous illness and we, her neighbors including her family, are seeking for any kind of help and asking for your prayers. Please retweet this to inform everybody who wants to contribute some help. https://t.co/Rj82J5Fdu8",Sat Aug 18 20:07:50 +0000 2018
anamariadjonaj,RT @AlexErnst: my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,Sat Aug 18 20:07:48 +0000 2018
rico_hands,RT @Eaglesaint123: @intifadasoul @rico_hands My Family came to USA when i was 5 years old after the 6 day war of 1967 i am a christian pale…,@intifadasoul @rico_hands My Family came to USA when i was 5 years old after the 6 day war of 1967 i am a christian palestinian i realize that others are not as fortunate and can’t leave especially those on the Gaza strip my Heart and prayers go out to you!!!,Sat Aug 18 20:07:46 +0000 2018
MzNewBoodie,"HEY EVERYBODY...I JUST LEFT FROM SEEING POODA (DOODOO/CHEWY) AND HE WANTS TO THANK EVERYONE FOR THEIR CONSTANT PRAYERS!!!! 
🙏🏾🙏🏾🙏🏾 
HE TOLD ME TO ASK EVERYONE CAN YOU PLEASE, PLEASE, PLEASE CONTINUE PRAYING FOR HIM... https://t.co/TLfkUjSzyV",,Sat Aug 18 20:07:46 +0000 2018
Jahmiu_Tewo,"RT @GeoffreyOnyeama: Very sad to learn of the passing of @KofiAnnan, former @UN Secretary General. His family are in our thoughts and praye…","Very sad to learn of the passing of @KofiAnnan, former @UN Secretary General. His family are in our thoughts and prayers. https://t.co/HRLhXFAtg7",Sat Aug 18 20:07:46 +0000 2018
Isma33l_,"RT @CarreonKalvee: My neighbor is suffering with this cancerous illness and we, her neighbors including her family, are seeking for any kin…","My neighbor is suffering with this cancerous illness and we, her neighbors including her family, are seeking for any kind of help and asking for your prayers. Please retweet this to inform everybody who wants to contribute some help. https://t.co/Rj82J5Fdu8",Sat Aug 18 20:07:46 +0000 2018
lola_myatt,"RT @RepBarbaraLee: I'm deeply saddened by the passing of the #QueenOfSoul, Aretha Franklin. As an African American woman, her voice inspire…","I'm deeply saddened by the passing of the #QueenOfSoul, Aretha Franklin. As an African American woman, her voice inspired &amp; empowered me. She was a phenomenal woman who reminded the world that everyone deserves RESPECT. Prayers to her family &amp; the people of her beloved Detroit. https://t.co/1bo8lWlBrU",Sat Aug 18 20:07:44 +0000 2018
alondrarobles_,RT @AlexErnst: my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,Sat Aug 18 20:07:44 +0000 2018
Geohaykay85,"RT @Abdool85: CAN failed to appreciate Plateau Imam who saved 300 Christians from death, but requested prayers for Saraki because many of t…","CAN failed to appreciate Plateau Imam who saved 300 Christians from death, but requested prayers for Saraki because many of them are not religious leaders but bloody politicians disguising under the umbrella of religion",Sat Aug 18 20:07:43 +0000 2018
veronicambn,"RT @tuszyb: It's my birthday. I start chemo next week for chronic myeloid leukemia. If you're a #Resister who follows me, will you RT this?…","It's my birthday. I start chemo next week for chronic myeloid leukemia. If you're a #Resister who follows me, will you RT this? I could use all the prayers &amp; good encouragement you feel led to share with me. I #FBR after vetting to weed out boots &amp; trolls.",Sat Aug 18 20:07:41 +0000 2018
_luiscabrera07,RT @AlexErnst: my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,Sat Aug 18 20:07:39 +0000 2018
ChickenvRobert,RT @AlexErnst: my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,my prayers for a girlfriend worked lol https://t.co/tIUiaxjWWR,Sat Aug 18 20:07:39 +0000 2018
sastryrrnv,"RT @ABdeVilliers17: My thoughts and prayers are with the people affected by the terrible floods in Kerala!!! More than 100 dead and 200,000…","My thoughts and prayers are with the people affected by the terrible floods in Kerala!!! More than 100 dead and 200,000 left homeless.. terrible! #KeralaSOS #KeralaDonationChallenge",Sat Aug 18 20:07:39 +0000 2018
SEEDS4FAITH,"RT @Dan__Persson: In Your wisdom Lord, You call us here to pray. 
May You stoop down and hear the prayers of Your children. 

We wait with…","In Your wisdom Lord, You call us here to pray. 
May You stoop down and hear the prayers of Your children. 

We wait with eager anticipation Your coming again.

#EuropaAfricaUS",Sat Aug 18 20:07:38 +0000 2018
