devadattajoshi,RT @Binita_Saikia: This pic is from last year's Assam flood😁. https://t.co/GDm8zunqar,This pic is from last year's Assam flood😁. https://t.co/GDm8zunqar,Wed Aug 22 15:05:14 +0000 2018
acr,"RT @ikirigin: Why are salaries in tech so high? I mean literally why has labor supply not increased given this incentive?

Bill Gates was w…","Why are salaries in tech so high? I mean literally why has labor supply not increased given this incentive?

Bill Gates was worth $100B 20 years ago. The Social Network was a hit 7 years ago. 

This is decades of time for a flood of new grads, or career switchers",Tue Aug 21 02:05:27 +0000 2018
KassMiass,"@JoleeMockler yes, it floods when we get massive rain, like now. We're on a flood plain between Lake Monona, Starkweather Creek &amp; the Yahara River. Many houses in the area don't have basements. Mine WAS finished 30 years ago when I moved in but now? It's just a place to do laundry. LOL.",,Tue Aug 21 01:55:27 +0000 2018
WillOfThePeopl5,RT @JoyceEScott1: @TripMc3 @WandaWomanHere @Sinbaddusnavy @arch1com @Pigglys762NATO @RealBiddle @cjdtwit @WandaIsBack @DatoFreddy @stand4ho…,"@TripMc3 @WandaWomanHere @Sinbaddusnavy @arch1com @Pigglys762NATO @RealBiddle @cjdtwit @WandaIsBack @DatoFreddy @stand4honor @Mongo444444 @PIRATEDANTRAIN @ArnoldZiffle18 @DolphinBabe21 @gailsline @WingedDevyl @RawHoney_5 @unconcious0 @basedinfidel8 @WillOfThePeopl5 @stephphilip8 @mayalates @Alpha6Phinsider @Twitmo_Inmate3 @IcyQueenBee @SumatraSue @ladydiblu1 @AmericanLaoch @MoooPapa @thomaspearc3120 @GillumShavett @billbenedict61 @moej4242 @Fusion4Trump @CAoutcast @Sinnanizfirefey @Carrolka @RUSTIMCCOLLUM @relentlessseeds @bronson69 @Baby___Del @MarshaPeters919 @lazyzimms @SKSSKanz @Satchalistic1 @TheReal_Crayon @Trisha829 @ChushaiHierarch @usa__forever @mean_caveman that is incredible. devastating what nature can do and often in such a short time. we have tornadoes here that literally in seconds demolish and blow homes, towns, trees, structures &amp; even people away. several years ago had a flash flood that washed the place away like an ocean",Tue Aug 21 01:37:50 +0000 2018
JoyceEScott1,"@TripMc3 @WandaWomanHere @Sinbaddusnavy @arch1com @Pigglys762NATO @RealBiddle @cjdtwit @WandaIsBack @DatoFreddy @stand4honor @Mongo444444 @PIRATEDANTRAIN @ArnoldZiffle18 @DolphinBabe21 @gailsline @WingedDevyl @RawHoney_5 @unconcious0 @basedinfidel8 @WillOfThePeopl5 @stephphilip8 @mayalates @Alpha6Phinsider @Twitmo_Inmate3 @IcyQueenBee @SumatraSue @ladydiblu1 @AmericanLaoch @MoooPapa @thomaspearc3120 @GillumShavett @billbenedict61 @moej4242 @Fusion4Trump @CAoutcast @Sinnanizfirefey @Carrolka @RUSTIMCCOLLUM @relentlessseeds @bronson69 @Baby___Del @MarshaPeters919 @lazyzimms @SKSSKanz @Satchalistic1 @TheReal_Crayon @Trisha829 @ChushaiHierarch @usa__forever @mean_caveman that is incredible. devastating what nature can do and often in such a short time. we have tornadoes here that literally in seconds demolish and blow homes, towns, trees, structures &amp; even people away. several years ago had a flash flood that washed the place away like an ocean",,Tue Aug 21 01:16:25 +0000 2018
Frowny13onYT,RT @domeless_engine: So I’ve been on a nostalgic kick lately. I used to have these notebooks as a child but sadly I lost them in a basement…,So I’ve been on a nostalgic kick lately. I used to have these notebooks as a child but sadly I lost them in a basement flood about 7 years ago (except for the spiral to one 😐). I was wondering in any of you had some of these if you’d be willing to sell or trade them! Dm me https://t.co/OkgAblEwGp,Tue Aug 21 00:54:15 +0000 2018
SonVaytha,I remember no one gave a solitary fuck 3 years ago when Tamilnadu had it’s flood. People losing their minds over the Kerala flood rn... yeah....,,Tue Aug 21 00:19:10 +0000 2018
nikkidementri,Wegner added that they have meetings planned next week to try and change the infrastructure. He said the last time a flood this bad happened in this area from sewage was about 15 years ago. @WKBW,,Tue Aug 21 00:14:54 +0000 2018
jsaditya,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 00:24:20 +0000 2018
mcoond,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 00:21:24 +0000 2018
NotDwaith,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 00:15:00 +0000 2018
gkarug,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 00:14:30 +0000 2018
sumith_tweets,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 00:10:17 +0000 2018
ganeshbabuab,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 00:08:04 +0000 2018
shoba999,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Wed Aug 22 00:04:50 +0000 2018
seumaskeith,@TFPWillEat @tommyrowan @HOMAGE Was a good class but Topps over produced. 84-85 Topps was the last year they didn't flood the market.,,Tue Aug 21 23:36:45 +0000 2018
drthakker9,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 23:24:44 +0000 2018
KamathIndira,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 22:57:48 +0000 2018
AmbikaMRao,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 22:28:00 +0000 2018
RayzOfHope,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 22:21:54 +0000 2018
sumeshrbhat,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 22:17:11 +0000 2018
manimamallan,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 22:15:50 +0000 2018
teedaindian,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 22:15:43 +0000 2018
FixieTrackStand,"RT @EngliscSaxon: Around 425,000 years ago a flood broke the Weald-Artois anticline, gorging out what is now the English channel. https://t…","Around 425,000 years ago a flood broke the Weald-Artois anticline, gorging out what is now the English channel. https://t.co/tlew1h4lkX",Mon Aug 20 23:56:51 +0000 2018
SavedRepublic,"RT @EngliscSaxon: Around 425,000 years ago a flood broke the Weald-Artois anticline, gorging out what is now the English channel. https://t…","Around 425,000 years ago a flood broke the Weald-Artois anticline, gorging out what is now the English channel. https://t.co/tlew1h4lkX",Mon Aug 20 23:56:10 +0000 2018
numpty8012,RT @domeless_engine: So I’ve been on a nostalgic kick lately. I used to have these notebooks as a child but sadly I lost them in a basement…,So I’ve been on a nostalgic kick lately. I used to have these notebooks as a child but sadly I lost them in a basement flood about 7 years ago (except for the spiral to one 😐). I was wondering in any of you had some of these if you’d be willing to sell or trade them! Dm me https://t.co/OkgAblEwGp,Mon Aug 20 23:33:31 +0000 2018
ichbindaswalros,"@BloodedtheBrave I had their first LP but lost it to flood damage years ago. I used to have a mixtape with the Fat Boys and Run DMC  back in the mid 80s. Those were fund days, my friend! 
RIP Human BeatBox",,Mon Aug 20 23:03:41 +0000 2018
Ra_Targaryen,"Earlier Mike and I watched a video about the 2007 flood here. After, watched one by a guy that goes ""bridge hunting"" and actually came to OZ 2 years ago. ""Well dang baby, he shoulda gone to that bridge N of Greeley."" ""What's the name of that one?"" ""I'll drive out and check."" /1",,Mon Aug 20 22:47:58 +0000 2018
Mickey_Elvis,@ArkEncounter Every culture back to about 4400 years ago knows about the great flood.  Some cultures didn't have the exact details in recorded history the way that we do now but they all knew of its existence.,,Mon Aug 20 20:56:37 +0000 2018
