Mawiiep,RT @PiPemc: #earthquake #temblor barbados. 7.3 en la escala. https://t.co/QIzrv27OtR,#earthquake #temblor barbados. 7.3 en la escala. https://t.co/QIzrv27OtR,Thu Aug 23 11:24:33 +0000 2018
Cleguia,RT @PiPemc: #earthquake #temblor barbados. 7.3 en la escala. https://t.co/QIzrv27OtR,#earthquake #temblor barbados. 7.3 en la escala. https://t.co/QIzrv27OtR,Thu Aug 23 01:54:45 +0000 2018
Kday_96,RT @Elle65139922: The scariest moment of my life. These videos are from Trinidad🇹🇹6.9 from a earthquake that happened of the coast of Venez…,The scariest moment of my life. These videos are from Trinidad🇹🇹6.9 from a earthquake that happened of the coast of Venezuela🇻🇪7.0. Felt it here in Grenada🇬🇩. https://t.co/nS8fNqU2gV,Thu Aug 23 01:54:16 +0000 2018
Bria1006,RT @Elle65139922: The scariest moment of my life. These videos are from Trinidad🇹🇹6.9 from a earthquake that happened of the coast of Venez…,The scariest moment of my life. These videos are from Trinidad🇹🇹6.9 from a earthquake that happened of the coast of Venezuela🇻🇪7.0. Felt it here in Grenada🇬🇩. https://t.co/nS8fNqU2gV,Thu Aug 23 01:53:54 +0000 2018
EliezarJuan,"RT @Anonymouspmv: terremoto en trinidad y tobago
earthquake on trinidad and Tobago
#earthquake #Trinidad #TERREMOTO  #PortOfSpain #PuertoEs…","terremoto en trinidad y tobago
earthquake on trinidad and Tobago
#earthquake #Trinidad #TERREMOTO  #PortOfSpain #PuertoEspaña #21AGO #TeamHDP #Venezuela #ElRegimenSeDesploma https://t.co/UXYYqVEyQF",Thu Aug 23 01:53:38 +0000 2018
EliezarJuan,"RT @aurorakherrera: Footage of 6.8 magnitude earthquake in Trinidad August 21, 5:31pm local time. #TrinidadandTobago #earthquake https://t.…","Footage of 6.8 magnitude earthquake in Trinidad August 21, 5:31pm local time. #TrinidadandTobago #earthquake https://t.co/EZnyQLdTsH",Thu Aug 23 01:53:26 +0000 2018
bhootra96,I added a video to a @YouTube playlist https://t.co/SVhMsqrjNH Earthquake proof: Japan building made quake-safe by curtain of cables,,Thu Aug 23 01:53:21 +0000 2018
EliezarJuan,RT @iyilerx: A 7.3 Magnitude #Earthquake Strikes Northern #Venezuela. https://t.co/Eks1xJogSL,A 7.3 Magnitude #Earthquake Strikes Northern #Venezuela. https://t.co/Eks1xJogSL,Thu Aug 23 01:52:53 +0000 2018
seenlook,RT @PhysicsVideo_: This is how earthquake dampeners work on building structures https://t.co/Yo75o9ISbA,This is how earthquake dampeners work on building structures https://t.co/Yo75o9ISbA,Thu Aug 23 01:52:19 +0000 2018
EliezarJuan,RT @anumetservice: #Earthquake damage in #Trinidad https://t.co/g383uzHSkQ,#Earthquake damage in #Trinidad https://t.co/g383uzHSkQ,Thu Aug 23 01:52:13 +0000 2018
EliezarJuan,RT @KerriBacchanal: Really never come a Barbados fi dead.. so God tek it easy wid the earthquake dem for me please alright #AliveSameWay #b…,Really never come a Barbados fi dead.. so God tek it easy wid the earthquake dem for me please alright #AliveSameWay #barbados #earthquake https://t.co/w4PiBEJzJF,Thu Aug 23 01:52:07 +0000 2018
escorpiana911,"RT @Meteovargas: Trinidad y Tobago tras sismo en Sucre, Venezuela: Sails Restaurant in Chaguaramas experienced significant structure damage…","Trinidad y Tobago tras sismo en Sucre, Venezuela: Sails Restaurant in Chaguaramas experienced significant structure damage due to this afternoon's earthquake https://t.co/3ryBclqPpL vía @tv6tnt",Thu Aug 23 01:51:31 +0000 2018
wileybrazier,RT @PhysicsVideo_: This is how earthquake dampeners work on building structures https://t.co/Yo75o9ISbA,This is how earthquake dampeners work on building structures https://t.co/Yo75o9ISbA,Thu Aug 23 01:51:30 +0000 2018
eslpei,I liked a @YouTube video https://t.co/bNRd0fMJds 8/22/18 8:30am Earthquake Update Dutchsinse,,Thu Aug 23 01:50:57 +0000 2018
TonyaII,RT @MaestroDEPR: A strong 6.1 #earthquake #Terremoto #Temblor near Bandon #Oregon right now Not #tsunami Alert 🚨 https://t.co/RI7Urnuczi,A strong 6.1 #earthquake #Terremoto #Temblor near Bandon #Oregon right now Not #tsunami Alert 🚨 https://t.co/RI7Urnuczi,Thu Aug 23 01:50:54 +0000 2018
AvocadoScammer,RT @sxeishorty: Someone showing exactly what occured during the earthquake in his neighborhood #Trinidad 🇹🇹 https://t.co/WjF8TIj2QN,Someone showing exactly what occured during the earthquake in his neighborhood #Trinidad 🇹🇹 https://t.co/WjF8TIj2QN,Thu Aug 23 01:50:44 +0000 2018
BillHog15360397,"RT @MaxAlbedo: What lush irony.
Newsnight had Venezuelan opposition MP lined up to entirely blame socialist Gov for inflation crisis but Ca…","What lush irony.
Newsnight had Venezuelan opposition MP lined up to entirely blame socialist Gov for inflation crisis but Caracas earthquake intervened.
Academic who filled in explained tragedy could've been avoided if not for US sanctions.
Sometimes God writes the best scripts. https://t.co/wQsXetfstz",Thu Aug 23 01:50:25 +0000 2018
Isharpe123,RT @Elle65139922: The scariest moment of my life. These videos are from Trinidad🇹🇹6.9 from a earthquake that happened of the coast of Venez…,The scariest moment of my life. These videos are from Trinidad🇹🇹6.9 from a earthquake that happened of the coast of Venezuela🇻🇪7.0. Felt it here in Grenada🇬🇩. https://t.co/nS8fNqU2gV,Thu Aug 23 01:49:50 +0000 2018
drsulphh,RT @PhysicsVideo_: This is how earthquake dampeners work on building structures https://t.co/Yo75o9ISbA,This is how earthquake dampeners work on building structures https://t.co/Yo75o9ISbA,Thu Aug 23 01:45:06 +0000 2018
JustSportsTweet,RT @sxeishorty: Someone showing exactly what occured during the earthquake in his neighborhood #Trinidad 🇹🇹 https://t.co/WjF8TIj2QN,Someone showing exactly what occured during the earthquake in his neighborhood #Trinidad 🇹🇹 https://t.co/WjF8TIj2QN,Thu Aug 23 01:44:34 +0000 2018
AdamJremiah,RT @PhysicsVideo_: This is how earthquake dampeners work on building structures https://t.co/Yo75o9ISbA,This is how earthquake dampeners work on building structures https://t.co/Yo75o9ISbA,Thu Aug 23 01:43:13 +0000 2018
Calvii_C,RT @wimatchapp: Earthquake update from Uwi Trinidad...😭😭😭😭 https://t.co/mJfXGaqLHf,Earthquake update from Uwi Trinidad...😭😭😭😭 https://t.co/mJfXGaqLHf,Thu Aug 23 01:42:46 +0000 2018
237yrs,RT @xaymacanx: 6.8 magnitude earthquake in Trinidad and Tobago 🇹🇹 https://t.co/0x6KXSrzxQ,6.8 magnitude earthquake in Trinidad and Tobago 🇹🇹 https://t.co/0x6KXSrzxQ,Thu Aug 23 01:41:18 +0000 2018
PepyMinty,RT @PhysicsVideo_: This is how earthquake dampeners work on building structures https://t.co/Yo75o9ISbA,This is how earthquake dampeners work on building structures https://t.co/Yo75o9ISbA,Thu Aug 23 01:39:14 +0000 2018
madrigaldouCR,RT @PhysicsVideo_: This is how earthquake dampeners work on building structures https://t.co/Yo75o9ISbA,This is how earthquake dampeners work on building structures https://t.co/Yo75o9ISbA,Thu Aug 23 01:38:20 +0000 2018
s_yeverino,RT @PhysicsVideo_: This is how earthquake dampeners work on building structures https://t.co/Yo75o9ISbA,This is how earthquake dampeners work on building structures https://t.co/Yo75o9ISbA,Thu Aug 23 01:35:38 +0000 2018
lucaslira1,RT @PhysicsVideo_: This is how earthquake dampeners work on building structures https://t.co/Yo75o9ISbA,This is how earthquake dampeners work on building structures https://t.co/Yo75o9ISbA,Thu Aug 23 01:35:00 +0000 2018
knockoutextreme,I liked a @YouTube video https://t.co/1p7e1LoNQv 8/22/18 8:30am Earthquake Update Dutchsinse,,Thu Aug 23 01:33:09 +0000 2018
MichaelAmmoun1,RT @PressTV: Watch how people react as 7.3-magnitude #earthquake hits northern #Venezuela's northern coast https://t.co/AozYeGAr1g,Watch how people react as 7.3-magnitude #earthquake hits northern #Venezuela's northern coast https://t.co/AozYeGAr1g,Thu Aug 23 01:32:15 +0000 2018
shagui2011,Me gustó un video de @YouTube https://t.co/DokpjxhrwH Earthquake 3D Live Seismic Stream - LIVE EARTHQUAKES 24/7,,Thu Aug 23 01:30:39 +0000 2018
CarlosA56338438,RT @XHNews: Massive earthquake jolts northern Venezuela on Tuesday https://t.co/kMuC941AQW,Massive earthquake jolts northern Venezuela on Tuesday https://t.co/kMuC941AQW,Thu Aug 23 01:29:09 +0000 2018
Bitopan8,I liked a @YouTube video https://t.co/O9xlWQhnXU 8/22/18 8:30am Earthquake Update Dutchsinse,,Thu Aug 23 01:28:43 +0000 2018
ZakeyaMasada,RT @Kgn10General: Trinidad and Tobago faced a 6.8 magnitude earthquake August 21 2018 approximately 5:31 pm local time. https://t.co/Nk4ilB…,Trinidad and Tobago faced a 6.8 magnitude earthquake August 21 2018 approximately 5:31 pm local time. https://t.co/Nk4ilBIXNv,Thu Aug 23 01:28:16 +0000 2018
kelvineloi,RT @PhysicsVideo_: This is how earthquake dampeners work on building structures https://t.co/Yo75o9ISbA,This is how earthquake dampeners work on building structures https://t.co/Yo75o9ISbA,Thu Aug 23 01:28:04 +0000 2018
christinshar0,Earthquake yesterday https://t.co/F34RkEFMrJ,,Thu Aug 23 01:26:23 +0000 2018
Weatherdemon,RT @IRIS_EPO: Watch the waves from the M7.3 #VenezuelaEarthquake roll across the USArray seismic network (https://t.co/PNzKi5jesh). Each do…,Watch the waves from the M7.3 #VenezuelaEarthquake roll across the USArray seismic network (https://t.co/PNzKi5jesh). Each dot is a seismic station and when the ground moves up it turns red and when it moves down it turns blue. More info in the thread below #earthquake https://t.co/zBlSqz7FGO,Thu Aug 23 01:26:05 +0000 2018
876Mvri,RT @wimatchapp: Earthquake update from Uwi Trinidad...😭😭😭😭 https://t.co/mJfXGaqLHf,Earthquake update from Uwi Trinidad...😭😭😭😭 https://t.co/mJfXGaqLHf,Thu Aug 23 01:23:35 +0000 2018
Billekeingrid,RT @sxeishorty: Someone showing exactly what occured during the earthquake in his neighborhood #Trinidad 🇹🇹 https://t.co/WjF8TIj2QN,Someone showing exactly what occured during the earthquake in his neighborhood #Trinidad 🇹🇹 https://t.co/WjF8TIj2QN,Thu Aug 23 01:22:41 +0000 2018
itzchriz158,I liked a @YouTube video https://t.co/rrhodkVtwe Earthquake 21 08 2018 Trinidad,,Thu Aug 23 01:21:20 +0000 2018
_Owii_,So why every video me see wid the earthquake instead them under the table them stand up a video the table a shake,,Thu Aug 23 01:21:16 +0000 2018
Ackz999,RT @sxeishorty: Someone showing exactly what occured during the earthquake in his neighborhood #Trinidad 🇹🇹 https://t.co/WjF8TIj2QN,Someone showing exactly what occured during the earthquake in his neighborhood #Trinidad 🇹🇹 https://t.co/WjF8TIj2QN,Thu Aug 23 01:21:05 +0000 2018
_dsenior,RT @sxeishorty: Someone showing exactly what occured during the earthquake in his neighborhood #Trinidad 🇹🇹 https://t.co/WjF8TIj2QN,Someone showing exactly what occured during the earthquake in his neighborhood #Trinidad 🇹🇹 https://t.co/WjF8TIj2QN,Thu Aug 23 01:20:10 +0000 2018
JuanSandia,RT @IRIS_EPO: Watch the waves from the M7.3 #VenezuelaEarthquake roll across the USArray seismic network (https://t.co/PNzKi5jesh). Each do…,Watch the waves from the M7.3 #VenezuelaEarthquake roll across the USArray seismic network (https://t.co/PNzKi5jesh). Each dot is a seismic station and when the ground moves up it turns red and when it moves down it turns blue. More info in the thread below #earthquake https://t.co/zBlSqz7FGO,Thu Aug 23 01:20:06 +0000 2018
firinfunflay,"RT @SANGREYMIEL: Recuerdo cuando la TV mostraba supermercados vacíos en Venezuela.
Hasta que tembló...

#Venezuela #Vzla #Sismo #Terremoto…","Recuerdo cuando la TV mostraba supermercados vacíos en Venezuela.
Hasta que tembló...

#Venezuela #Vzla #Sismo #Terremoto #Earthquake #T13 #AhoraReportajes
#LaTierraTiembla #FelizMiércoles https://t.co/SGXKw1xais",Thu Aug 23 01:19:19 +0000 2018
jusdomz,RT @sxeishorty: Someone showing exactly what occured during the earthquake in his neighborhood #Trinidad 🇹🇹 https://t.co/WjF8TIj2QN,Someone showing exactly what occured during the earthquake in his neighborhood #Trinidad 🇹🇹 https://t.co/WjF8TIj2QN,Thu Aug 23 01:19:18 +0000 2018
nrstooge,I liked a @YouTube video https://t.co/KtdrHbKGcb Earthquake 3D Live Seismic Stream - LIVE EARTHQUAKES 24/7,,Thu Aug 23 01:17:38 +0000 2018
KKaydee_,"RT @TTWeatherCenter: Significant Damage on Iere Road, Los Iros, Southern Trinidad following Tuesday’s M6.9 Earthquake. https://t.co/WLWgJfm…","Significant Damage on Iere Road, Los Iros, Southern Trinidad following Tuesday’s M6.9 Earthquake. https://t.co/WLWgJfmCz6",Thu Aug 23 01:15:49 +0000 2018
Beauty_toxins,RT @Elle65139922: The scariest moment of my life. These videos are from Trinidad🇹🇹6.9 from a earthquake that happened of the coast of Venez…,The scariest moment of my life. These videos are from Trinidad🇹🇹6.9 from a earthquake that happened of the coast of Venezuela🇻🇪7.0. Felt it here in Grenada🇬🇩. https://t.co/nS8fNqU2gV,Thu Aug 23 01:12:12 +0000 2018
CeleneIsMyName,"Here is a video of the earthquake yesterday. I found this video on YouTube.

https://t.co/D4FPcTLo3c https://t.co/D4FPcTLo3c",,Thu Aug 23 01:10:13 +0000 2018
4genlauf,"RT @MaxAlbedo: What lush irony.
Newsnight had Venezuelan opposition MP lined up to entirely blame socialist Gov for inflation crisis but Ca…","What lush irony.
Newsnight had Venezuelan opposition MP lined up to entirely blame socialist Gov for inflation crisis but Caracas earthquake intervened.
Academic who filled in explained tragedy could've been avoided if not for US sanctions.
Sometimes God writes the best scripts. https://t.co/wQsXetfstz",Thu Aug 23 01:09:59 +0000 2018
SewWhoCares,RT @Ruptly: 7.3-magnitude earthquake hits northern coast of #Venezuela https://t.co/Y7pYlrwCxV,7.3-magnitude earthquake hits northern coast of #Venezuela https://t.co/Y7pYlrwCxV,Thu Aug 23 01:09:46 +0000 2018
Dim_dim972,RT @Kgn10General: Trinidad and Tobago faced a 6.8 magnitude earthquake August 21 2018 approximately 5:31 pm local time. https://t.co/Nk4ilB…,Trinidad and Tobago faced a 6.8 magnitude earthquake August 21 2018 approximately 5:31 pm local time. https://t.co/Nk4ilBIXNv,Thu Aug 23 01:03:37 +0000 2018
swingGOZOOM,RT @PhysicsVideo_: This is how earthquake dampeners work on building structures https://t.co/Yo75o9ISbA,This is how earthquake dampeners work on building structures https://t.co/Yo75o9ISbA,Thu Aug 23 01:03:05 +0000 2018
Khrishtiun,"RT @TTWeatherCenter: Part of the Trinity Cathedral, Port of Spain fell onto a car parked below following Tuesday Evening’s M6.8-M7.3 earthq…","Part of the Trinity Cathedral, Port of Spain fell onto a car parked below following Tuesday Evening’s M6.8-M7.3 earthquake. https://t.co/yofCBiKhYO",Thu Aug 23 01:02:24 +0000 2018
Evan05802887,"@SimpleHistoryYT You should do a video on natural disasters such as the Boxing Day Tsunami, the St Helen's Eruption, 1958 Lituya Bay mega tsunami, the Daulatpur–Saturia tornado, or even the Tōhoku earthquake (the earthquake that caused the Fukushima disaster). BTW Love your Vids!",,Thu Aug 23 01:01:35 +0000 2018
raphaellaN,Video: Venezuelan CLUSTERF*CK  Leader Celebrates ‘Socialist’ Earthquake https://t.co/W7gtqXTAwx via @BreitbartNews,,Thu Aug 23 00:59:42 +0000 2018
WildIrishrose84,RT @PhysicsVideo_: This is how earthquake dampeners work on building structures https://t.co/Yo75o9ISbA,This is how earthquake dampeners work on building structures https://t.co/Yo75o9ISbA,Thu Aug 23 00:59:34 +0000 2018
LeiShRox,Earthquake wake ups 😑 #MotherNature #earthquake #bali https://t.co/6fsekw1y8h,,Thu Aug 23 00:58:38 +0000 2018
ToysWheels,RT @ElLuchin1: 🇻🇪➡Daños estructurales en los ultimos 6 Pisos de la #TorreDeDavid el mas alto rascacielos de #Caracas #Venezuela 🇻🇪 tras el…,"🇻🇪➡Daños estructurales en los ultimos 6 Pisos de la #TorreDeDavid el mas alto rascacielos de #Caracas #Venezuela 🇻🇪 tras el #Terremoto 7.3 
#Earthquake #FelizMiercoles #lluvia #Storm #Flood #Earthquake
#Sismo #Temblor #NuncaDeLosNuncas #21agosto https://t.co/rTdmUZPyPl",Thu Aug 23 00:58:36 +0000 2018
phyreNOice,RT @Elle65139922: The scariest moment of my life. These videos are from Trinidad🇹🇹6.9 from a earthquake that happened of the coast of Venez…,The scariest moment of my life. These videos are from Trinidad🇹🇹6.9 from a earthquake that happened of the coast of Venezuela🇻🇪7.0. Felt it here in Grenada🇬🇩. https://t.co/nS8fNqU2gV,Thu Aug 23 00:57:32 +0000 2018
purerose2011,Venezuela earthquake: Video captures TERRIFYING scenes as MASSIVE 7.3 quake rocks region | News | https://t.co/5P1h2iAFMp https://t.co/KhkXtVCevQ,,Thu Aug 23 00:56:24 +0000 2018
_Milaxo,RT @Elle65139922: The scariest moment of my life. These videos are from Trinidad🇹🇹6.9 from a earthquake that happened of the coast of Venez…,The scariest moment of my life. These videos are from Trinidad🇹🇹6.9 from a earthquake that happened of the coast of Venezuela🇻🇪7.0. Felt it here in Grenada🇬🇩. https://t.co/nS8fNqU2gV,Thu Aug 23 00:55:12 +0000 2018
NZFoWL,"RT @MaxAlbedo: What lush irony.
Newsnight had Venezuelan opposition MP lined up to entirely blame socialist Gov for inflation crisis but Ca…","What lush irony.
Newsnight had Venezuelan opposition MP lined up to entirely blame socialist Gov for inflation crisis but Caracas earthquake intervened.
Academic who filled in explained tragedy could've been avoided if not for US sanctions.
Sometimes God writes the best scripts. https://t.co/wQsXetfstz",Thu Aug 23 00:55:06 +0000 2018
